customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
5454,646,1,34.38,2,1,1,211,Hibernating
5456,784,1,222.9,2,1,3,213,Hibernating
5457,863,1,229.85,2,1,3,213,Hibernating
5460,857,1,45.47,2,1,1,211,Hibernating
5461,219,1,84.82,4,1,2,412,New Customers
5462,427,2,85.77000000000001,3,1,2,312,Regular
5464,349,1,66.58,4,1,1,411,New Customers
5466,303,2,221.65,4,1,3,413,New Customers
5467,1,3,471.22999999999996,5,2,4,524,Potential Loyalists
5469,797,1,96.21,2,1,2,212,Hibernating
5472,88,2,166.01999999999998,4,1,3,413,New Customers
5473,408,1,141.51,3,1,2,312,Regular
5474,271,2,103.7,4,1,2,412,New Customers
5475,445,1,82.51,3,1,1,311,Regular
5476,874,1,52.24,2,1,1,211,Hibernating
5477,298,3,222.3,4,2,3,423,Potential Loyalists
5480,580,1,168.97,3,1,3,313,Regular
5481,1,3,548.63,5,2,4,524,Potential Loyalists
5483,1,3,349.52,5,2,4,524,Potential Loyalists
5484,221,1,14.13,4,1,1,411,New Customers
5485,24,1,46.25,5,1,1,511,New Customers
5486,646,1,121.54,2,1,2,212,Hibernating
5487,400,4,583.24,3,3,4,334,Loyal Customers
5488,371,2,263.34000000000003,4,1,3,413,New Customers
5490,707,1,40.04,2,1,1,211,Hibernating
5491,196,2,88.59,4,1,2,412,New Customers
5492,398,4,321.36,3,3,4,334,Loyal Customers
5493,467,1,121.78,3,1,2,312,Regular
5494,114,3,342.83000000000004,4,2,4,424,Potential Loyalists
5495,502,2,141.39,3,1,2,312,Regular
5496,1,2,184.14,5,1,3,513,New Customers
5497,774,1,58.57,2,1,1,211,Hibernating
5498,644,4,514.16,3,3,4,334,Loyal Customers
5499,1,1,104.53,5,1,2,512,New Customers
5500,4,2,353.06,5,1,4,514,New Customers
5502,703,1,94.09,2,1,2,212,Hibernating
5503,1,3,363.31,5,2,4,524,Potential Loyalists
5504,290,3,101.02000000000001,4,2,2,422,Potential Loyalists
5505,150,3,324.64,4,2,4,424,Potential Loyalists
5507,1,2,121.46,5,1,2,512,New Customers
5508,467,1,186.76,3,1,3,313,Regular
5509,172,6,543.71,4,3,4,434,Loyal Customers
5511,604,2,233.69,3,1,3,313,Regular
5514,300,2,270.75,4,1,3,413,New Customers
5516,1,2,217.29,5,1,3,513,New Customers
5517,366,3,704.6499999999999,4,2,4,424,Potential Loyalists
5518,242,2,124.14000000000001,4,1,2,412,New Customers
5521,1,2,163.55,5,1,3,513,New Customers
5523,610,2,400.54999999999995,3,1,4,314,Regular
5524,249,2,430.95000000000005,4,1,4,414,New Customers
5526,642,1,20.81,3,1,1,311,Regular
5527,438,2,204.46,3,1,3,313,Regular
5528,846,2,300.62,2,1,4,214,Can't Lose Them
5529,1,4,428.30999999999995,5,3,4,534,Loyal Customers
5530,696,2,143.2,2,1,2,212,Hibernating
5531,647,2,172.88,2,1,3,213,Hibernating
5532,834,1,169.79,2,1,3,213,Hibernating
5533,348,3,468.13,4,2,4,424,Potential Loyalists
5536,792,1,69.18,2,1,1,211,Hibernating
5537,125,1,46.17,4,1,1,411,New Customers
5538,671,3,177.54999999999998,2,2,3,223,Hibernating
5539,245,2,133.64,4,1,2,412,New Customers
5540,32,2,185.9,5,1,3,513,New Customers
5541,359,2,231.73,4,1,3,413,New Customers
5542,456,1,41.02,3,1,1,311,Regular
5543,715,1,104.87,2,1,2,212,Hibernating
5544,643,1,9.43,3,1,1,311,Regular
5545,677,1,113.0,2,1,2,212,Hibernating
5546,1,4,365.71,5,3,4,534,Loyal Customers
5547,548,1,62.44,3,1,1,311,Regular
5548,184,1,152.6,4,1,2,412,New Customers
5550,848,1,307.86,2,1,4,214,Can't Lose Them
5552,1,2,90.76,5,1,2,512,New Customers
5553,787,1,92.17,2,1,2,212,Hibernating
5554,363,1,133.05,4,1,2,412,New Customers
5555,509,1,76.85,3,1,1,311,Regular
5556,1,1,82.01,5,1,1,511,New Customers
5557,1,4,254.20000000000002,5,3,3,533,Loyal Customers
5558,1,1,63.52,5,1,1,511,New Customers
5559,604,2,354.23,3,1,4,314,Regular
5560,1,2,383.37,5,1,4,514,New Customers
5561,563,4,126.00999999999999,3,3,2,332,Regular
5562,1,1,49.42,5,1,1,511,New Customers
5564,43,4,590.7,5,3,4,534,Loyal Customers
5565,636,2,314.58,3,1,4,314,Regular
5566,480,2,125.19,3,1,2,312,Regular
5568,601,1,33.67,3,1,1,311,Regular
5569,874,1,110.49,2,1,2,212,Hibernating
5570,1,5,369.36,5,3,4,534,Loyal Customers
5571,155,1,167.02,4,1,3,413,New Customers
5572,691,1,88.44,2,1,2,212,Hibernating
5573,673,1,401.19,2,1,4,214,Can't Lose Them
5574,1,1,85.71,5,1,2,512,New Customers
5575,510,1,147.64,3,1,2,312,Regular
5576,1,2,340.75,5,1,4,514,New Customers
5577,342,2,163.1,4,1,3,413,New Customers
5578,713,3,247.41,2,2,3,223,Hibernating
5579,1,2,87.03,5,1,2,512,New Customers
5580,1,1,49.12,5,1,1,511,New Customers
5581,1,5,709.27,5,3,4,534,Loyal Customers
5583,488,2,239.19,3,1,3,313,Regular
5585,588,2,97.21,3,1,2,312,Regular
5586,696,1,177.83,2,1,3,213,Hibernating
5588,422,4,451.28,3,3,4,334,Loyal Customers
5589,1,3,257.05,5,2,3,523,Potential Loyalists
5590,795,1,147.96,2,1,2,212,Hibernating
5591,310,1,173.13,4,1,3,413,New Customers
5592,811,2,121.19999999999999,2,1,2,212,Hibernating
5593,1,2,85.37,5,1,2,512,New Customers
5594,832,1,72.86,2,1,1,211,Hibernating
5597,1,1,82.51,5,1,1,511,New Customers
5599,256,2,303.79,4,1,4,414,New Customers
5600,353,3,219.24,4,2,3,423,Potential Loyalists
5601,121,1,86.94,4,1,2,412,New Customers
5602,562,2,94.43,3,1,2,312,Regular
5603,847,2,155.03,2,1,2,212,Hibernating
5604,1,3,285.07,5,2,4,524,Potential Loyalists
5605,743,1,289.21,2,1,4,214,Can't Lose Them
5606,1,1,103.32,5,1,2,512,New Customers
5607,213,2,136.72,4,1,2,412,New Customers
5608,1,2,406.08000000000004,5,1,4,514,New Customers
5609,779,1,84.49,2,1,2,212,Hibernating
5611,606,1,54.14,3,1,1,311,Regular
5612,1,2,162.71,5,1,3,513,New Customers
5613,327,3,285.1,4,2,4,424,Potential Loyalists
5614,400,2,216.91,3,1,3,313,Regular
5615,579,2,202.66,3,1,3,313,Regular
5616,1,1,36.93,5,1,1,511,New Customers
5617,1,1,109.53,5,1,2,512,New Customers
5618,340,3,222.86,4,2,3,423,Potential Loyalists
5619,867,1,40.32,2,1,1,211,Hibernating
5620,757,1,49.69,2,1,1,211,Hibernating
5621,257,1,52.33,4,1,1,411,New Customers
5622,786,1,24.26,2,1,1,211,Hibernating
5623,372,1,251.93,4,1,3,413,New Customers
5624,596,1,43.99,3,1,1,311,Regular
5625,768,1,48.7,2,1,1,211,Hibernating
5627,1,1,9.53,5,1,1,511,New Customers
5631,331,1,29.08,4,1,1,411,New Customers
5634,266,1,152.94,4,1,2,412,New Customers
5635,1,5,591.81,5,3,4,534,Loyal Customers
5636,345,1,106.67,4,1,2,412,New Customers
5637,605,1,49.4,3,1,1,311,Regular
5638,118,2,396.32,4,1,4,414,New Customers
5640,845,1,86.61,2,1,2,212,Hibernating
5641,461,5,402.51,3,3,4,334,Loyal Customers
5642,724,1,46.0,2,1,1,211,Hibernating
5643,750,3,230.89,2,2,3,223,Hibernating
5644,316,1,18.51,4,1,1,411,New Customers
5647,535,1,6.25,3,1,1,311,Regular
5648,778,2,168.53,2,1,3,213,Hibernating
5649,292,2,139.4,4,1,2,412,New Customers
5651,1,1,126.19,5,1,2,512,New Customers
5652,55,1,163.15,5,1,3,513,New Customers
5653,80,2,220.76,4,1,3,413,New Customers
5654,1,2,212.12,5,1,3,513,New Customers
5655,1,1,45.56,5,1,1,511,New Customers
5656,257,4,566.26,4,3,4,434,Loyal Customers
5657,650,1,157.69,2,1,2,212,Hibernating
5658,263,2,243.44,4,1,3,413,New Customers
5661,672,1,31.6,2,1,1,211,Hibernating
5662,780,1,92.39,2,1,2,212,Hibernating
5665,38,2,129.0,5,1,2,512,New Customers
5667,867,1,236.94,2,1,3,213,Hibernating
5668,105,1,40.03,4,1,1,411,New Customers
5672,127,1,33.33,4,1,1,411,New Customers
5673,405,1,154.12,3,1,2,312,Regular
5674,180,1,98.66,4,1,2,412,New Customers
5675,1,3,312.64,5,2,4,524,Potential Loyalists
5677,192,2,249.55,4,1,3,413,New Customers
5678,1,1,23.23,5,1,1,511,New Customers
5679,501,2,219.53,3,1,3,313,Regular
5680,1,3,269.32,5,2,3,523,Potential Loyalists
5681,252,2,113.29,4,1,2,412,New Customers
5682,1,2,142.09,5,1,2,512,New Customers
5683,625,1,85.07,3,1,2,312,Regular
5685,1,1,61.12,5,1,1,511,New Customers
5687,172,2,158.07999999999998,4,1,2,412,New Customers
5688,278,1,95.9,4,1,2,412,New Customers
5689,71,5,465.96,4,3,4,434,Loyal Customers
5690,808,1,50.56,2,1,1,211,Hibernating
5692,282,1,92.99,4,1,2,412,New Customers
5693,608,2,187.04,3,1,3,313,Regular
5694,649,3,323.42,2,2,4,224,Can't Lose Them
5695,844,1,124.84,2,1,2,212,Hibernating
5697,847,1,125.6,2,1,2,212,Hibernating
5698,253,1,39.34,4,1,1,411,New Customers
5700,735,1,52.14,2,1,1,211,Hibernating
5701,781,1,19.28,2,1,1,211,Hibernating
5703,1,1,257.09,5,1,3,513,New Customers
5709,797,1,408.25,2,1,4,214,Can't Lose Them
5711,129,4,392.82,4,3,4,434,Loyal Customers
5713,642,2,227.55,3,1,3,313,Regular
5714,454,2,146.89,3,1,2,312,Regular
5715,1,2,187.28,5,1,3,513,New Customers
5716,296,2,156.86,4,1,2,412,New Customers
5717,750,1,31.17,2,1,1,211,Hibernating
5718,1,3,259.74,5,2,3,523,Potential Loyalists
5719,223,1,131.11,4,1,2,412,New Customers
5720,1,1,68.18,5,1,1,511,New Customers
5721,514,3,158.92000000000002,3,2,3,323,Regular
5722,182,2,297.25,4,1,4,414,New Customers
5723,321,2,236.62,4,1,3,413,New Customers
5724,292,3,384.89,4,2,4,424,Potential Loyalists
5725,263,2,96.78,4,1,2,412,New Customers
5726,1,4,149.57999999999998,5,3,2,532,Potential Loyalists
5727,742,1,47.71,2,1,1,211,Hibernating
5729,485,1,31.82,3,1,1,311,Regular
5730,541,1,56.01,3,1,1,311,Regular
5731,1,2,180.51999999999998,5,1,3,513,New Customers
5732,587,2,186.64,3,1,3,313,Regular
5733,319,2,342.18,4,1,4,414,New Customers
5734,488,2,225.97,3,1,3,313,Regular
5735,225,2,459.02,4,1,4,414,New Customers
5738,411,2,197.23,3,1,3,313,Regular
5739,62,3,646.4200000000001,5,2,4,524,Potential Loyalists
5740,364,2,275.87,4,1,3,413,New Customers
5742,821,1,59.04,2,1,1,211,Hibernating
5743,1,3,233.28,5,2,3,523,Potential Loyalists
5745,230,3,374.19,4,2,4,424,Potential Loyalists
5746,744,1,160.42,2,1,3,213,Hibernating
5747,714,1,61.83,2,1,1,211,Hibernating
5748,716,2,70.15,2,1,1,211,Hibernating
5750,285,2,131.92,4,1,2,412,New Customers
5751,628,1,131.64,3,1,2,312,Regular
5752,1,2,168.48000000000002,5,1,3,513,New Customers
5753,1,1,7.08,5,1,1,511,New Customers
5754,781,1,85.87,2,1,2,212,Hibernating
5755,789,2,78.55,2,1,1,211,Hibernating
5756,1,3,281.6,5,2,4,524,Potential Loyalists
5757,547,2,322.0,3,1,4,314,Regular
5761,362,2,393.82,4,1,4,414,New Customers
5762,441,1,67.08,3,1,1,311,Regular
5765,476,3,234.01999999999998,3,2,3,323,Regular
5766,1,1,129.18,5,1,2,512,New Customers
5769,449,1,116.19,3,1,2,312,Regular
5771,602,2,182.41000000000003,3,1,3,313,Regular
5772,845,1,77.26,2,1,1,211,Hibernating
5774,826,1,73.36,2,1,1,211,Hibernating
5775,1,4,545.99,5,3,4,534,Loyal Customers
5776,403,2,178.62,3,1,3,313,Regular
5778,143,2,791.6,4,1,4,414,New Customers
5779,1,3,132.67000000000002,5,2,2,522,Potential Loyalists
5781,1,1,56.82,5,1,1,511,New Customers
5782,210,3,322.73,4,2,4,424,Potential Loyalists
5783,608,2,188.72,3,1,3,313,Regular
5784,582,1,78.11,3,1,1,311,Regular
5785,1,3,169.41,5,2,3,523,Potential Loyalists
5787,1,2,264.5,5,1,3,513,New Customers
5790,829,1,43.03,2,1,1,211,Hibernating
5791,631,2,381.47999999999996,3,1,4,314,Regular
5792,416,1,127.82,3,1,2,312,Regular
5793,828,1,81.63,2,1,1,211,Hibernating
5794,501,3,562.78,3,2,4,324,Regular
5795,14,1,28.13,5,1,1,511,New Customers
5796,818,1,81.76,2,1,1,211,Hibernating
5797,251,1,130.81,4,1,2,412,New Customers
5798,872,1,129.14,2,1,2,212,Hibernating
5799,496,3,101.22999999999999,3,2,2,322,Regular
5800,1,3,129.95,5,2,2,522,Potential Loyalists
5801,197,1,36.21,4,1,1,411,New Customers
5802,222,3,277.57,4,2,4,424,Potential Loyalists
5803,296,1,18.67,4,1,1,411,New Customers
5804,566,1,107.19,3,1,2,312,Regular
5805,1,4,272.89,5,3,3,533,Loyal Customers
5806,637,1,121.98,3,1,2,312,Regular
5807,424,1,72.15,3,1,1,311,Regular
5808,13,6,551.69,5,3,4,534,Loyal Customers
5809,258,3,457.25,4,2,4,424,Potential Loyalists
5810,375,1,28.43,4,1,1,411,New Customers
5812,332,2,431.49,4,1,4,414,New Customers
5815,248,2,339.27,4,1,4,414,New Customers
5816,1,1,81.67,5,1,1,511,New Customers
5817,307,1,21.47,4,1,1,411,New Customers
5818,1,1,214.68,5,1,3,513,New Customers
5820,858,1,107.38,2,1,2,212,Hibernating
5821,19,2,123.02000000000001,5,1,2,512,New Customers
5822,567,3,212.68,3,2,3,323,Regular
5825,777,1,402.78,2,1,4,214,Can't Lose Them
5826,864,1,172.04,2,1,3,213,Hibernating
5827,647,3,398.48,2,2,4,224,Can't Lose Them
5828,731,1,120.11,2,1,2,212,Hibernating
5829,374,1,13.36,4,1,1,411,New Customers
5830,1,4,306.53000000000003,5,3,4,534,Loyal Customers
5831,724,1,98.95,2,1,2,212,Hibernating
5832,675,1,88.69,2,1,2,212,Hibernating
5833,671,1,64.34,2,1,1,211,Hibernating
5834,806,1,133.74,2,1,2,212,Hibernating
5835,868,1,125.48,2,1,2,212,Hibernating
5836,572,4,416.81,3,3,4,334,Loyal Customers
5837,465,2,394.01,3,1,4,314,Regular
5838,335,4,359.25,4,3,4,434,Loyal Customers
5839,651,1,94.29,2,1,2,212,Hibernating
5840,750,2,132.48,2,1,2,212,Hibernating
5842,637,1,62.18,3,1,1,311,Regular
5843,568,1,190.7,3,1,3,313,Regular
5844,1,5,646.56,5,3,4,534,Loyal Customers
5846,136,2,249.23,4,1,3,413,New Customers
5848,1,4,220.38,5,3,3,533,Loyal Customers
5849,384,2,260.29999999999995,3,1,3,313,Regular
5850,282,4,192.21,4,3,3,433,Loyal Customers
5851,850,1,138.82,2,1,2,212,Hibernating
5852,636,2,150.41,3,1,2,312,Regular
5853,305,4,452.95,4,3,4,434,Loyal Customers
5854,584,1,186.95,3,1,3,313,Regular
5857,190,2,155.89,4,1,2,412,New Customers
5858,718,1,71.86,2,1,1,211,Hibernating
5859,735,1,197.74,2,1,3,213,Hibernating
5860,231,2,85.4,4,1,2,412,New Customers
5861,486,2,152.45,3,1,2,312,Regular
5862,713,3,405.49,2,2,4,224,Can't Lose Them
5863,662,1,53.63,2,1,1,211,Hibernating
5865,1,1,63.53,5,1,1,511,New Customers
5867,590,2,304.73,3,1,4,314,Regular
5868,236,2,124.63,4,1,2,412,New Customers
5869,654,2,175.71,2,1,3,213,Hibernating
5870,774,2,210.44,2,1,3,213,Hibernating
5871,1,4,218.64,5,3,3,533,Loyal Customers
5873,1,2,234.4,5,1,3,513,New Customers
5876,671,2,383.91999999999996,2,1,4,214,Can't Lose Them
5878,859,1,156.71,2,1,2,212,Hibernating
5879,475,3,389.51,3,2,4,324,Regular
5880,151,1,403.89,4,1,4,414,New Customers
5881,764,2,312.05,2,1,4,214,Can't Lose Them
5883,1,3,258.97,5,2,3,523,Potential Loyalists
5884,300,1,64.77,4,1,1,411,New Customers
5886,605,1,194.71,3,1,3,313,Regular
5887,290,1,30.48,4,1,1,411,New Customers
5888,356,1,136.58,4,1,2,412,New Customers
5889,797,1,42.1,2,1,1,211,Hibernating
5890,769,1,50.94,2,1,1,211,Hibernating
5891,1,2,318.83000000000004,5,1,4,514,New Customers
5892,762,1,124.09,2,1,2,212,Hibernating
5893,1,2,632.85,5,1,4,514,New Customers
5894,731,3,237.70999999999998,2,2,3,223,Hibernating
5896,1,1,114.57,5,1,2,512,New Customers
5898,582,2,186.23000000000002,3,1,3,313,Regular
5899,492,2,151.15,3,1,2,312,Regular
5900,812,1,43.29,2,1,1,211,Hibernating
5901,567,1,193.65,3,1,3,313,Regular
5902,522,2,315.78,3,1,4,314,Regular
5903,52,2,255.1,5,1,3,513,New Customers
5904,551,1,74.16,3,1,1,311,Regular
5905,798,1,8.32,2,1,1,211,Hibernating
5906,783,1,145.65,2,1,2,212,Hibernating
5907,368,2,145.41,4,1,2,412,New Customers
5908,737,2,187.60000000000002,2,1,3,213,Hibernating
5910,1,2,152.10000000000002,5,1,2,512,New Customers
5913,35,2,66.08,5,1,1,511,New Customers
5917,457,1,91.07,3,1,2,312,Regular
5919,1,2,358.1,5,1,4,514,New Customers
5920,667,2,186.21,2,1,3,213,Hibernating
5921,1,3,111.35,5,2,2,522,Potential Loyalists
5922,445,1,95.66,3,1,2,312,Regular
5923,226,2,295.33,4,1,4,414,New Customers
5924,1,3,388.15999999999997,5,2,4,524,Potential Loyalists
5925,735,2,167.72,2,1,3,213,Hibernating
5926,1,4,496.65999999999997,5,3,4,534,Loyal Customers
5927,747,2,316.51,2,1,4,214,Can't Lose Them
5928,367,2,345.55,4,1,4,414,New Customers
5929,749,2,539.51,2,1,4,214,Can't Lose Them
5930,107,2,296.09000000000003,4,1,4,414,New Customers
5931,299,1,76.54,4,1,1,411,New Customers
5933,220,4,260.51,4,3,3,433,Loyal Customers
5934,1,2,61.7,5,1,1,511,New Customers
5935,1,4,347.11,5,3,4,534,Loyal Customers
5937,308,1,112.23,4,1,2,412,New Customers
5938,278,1,45.69,4,1,1,411,New Customers
5939,491,1,95.54,3,1,2,312,Regular
5940,874,2,82.95,2,1,1,211,Hibernating
5942,1,3,583.83,5,2,4,524,Potential Loyalists
5943,1,1,50.19,5,1,1,511,New Customers
5944,1,2,70.03,5,1,1,511,New Customers
5945,246,1,141.72,4,1,2,412,New Customers
5948,1,3,504.52,5,2,4,524,Potential Loyalists
5949,780,1,177.22,2,1,3,213,Hibernating
5950,323,2,152.03,4,1,2,412,New Customers
5951,159,1,67.06,4,1,1,411,New Customers
5952,402,2,320.97,3,1,4,314,Regular
5954,212,2,241.22,4,1,3,413,New Customers
5957,162,3,254.73,4,2,3,423,Potential Loyalists
5958,1,1,113.57,5,1,2,512,New Customers
5959,51,1,150.73,5,1,2,512,New Customers
5960,657,1,148.21,2,1,2,212,Hibernating
5962,665,1,96.16,2,1,2,212,Hibernating
5963,1,1,90.56,5,1,2,512,New Customers
5964,613,1,18.76,3,1,1,311,Regular
5965,1,1,86.06,5,1,2,512,New Customers
5967,661,2,98.53,2,1,2,212,Hibernating
5968,386,3,366.0,3,2,4,324,Regular
5969,231,2,369.0,4,1,4,414,New Customers
5970,476,2,318.5,3,1,4,314,Regular
5971,91,3,431.24,4,2,4,424,Potential Loyalists
5972,549,4,527.92,3,3,4,334,Loyal Customers
5973,4,5,765.36,5,3,4,534,Loyal Customers
5975,259,1,15.1,4,1,1,411,New Customers
5976,755,1,157.48,2,1,2,212,Hibernating
5977,544,1,175.43,3,1,3,313,Regular
5978,1,3,349.78000000000003,5,2,4,524,Potential Loyalists
5979,46,2,191.56,5,1,3,513,New Customers
5980,46,1,64.89,5,1,1,511,New Customers
5982,825,1,13.85,2,1,1,211,Hibernating
5983,367,1,238.86,4,1,3,413,New Customers
5984,847,1,87.84,2,1,2,212,Hibernating
5985,702,1,49.76,2,1,1,211,Hibernating
5987,536,4,235.07,3,3,3,333,Loyal Customers
5989,773,1,173.42,2,1,3,213,Hibernating
5990,596,3,508.59,3,2,4,324,Regular
5991,681,3,258.53,2,2,3,223,Hibernating
5992,1,2,226.17999999999998,5,1,3,513,New Customers
5993,1,1,54.18,5,1,1,511,New Customers
5994,1,3,512.15,5,2,4,524,Potential Loyalists
5995,1,1,77.49,5,1,1,511,New Customers
5996,115,1,240.88,4,1,3,413,New Customers
5997,98,2,176.3,4,1,3,413,New Customers
5999,374,1,97.68,4,1,2,412,New Customers
6000,811,1,95.26,2,1,2,212,Hibernating
6001,288,2,159.76999999999998,4,1,3,413,New Customers
6002,614,2,413.09000000000003,3,1,4,314,Regular
6005,717,1,193.09,2,1,3,213,Hibernating
6007,1,3,184.26,5,2,3,523,Potential Loyalists
6008,837,1,265.22,2,1,3,213,Hibernating
6010,777,1,91.2,2,1,2,212,Hibernating
6011,1,1,77.49,5,1,1,511,New Customers
6014,707,1,24.36,2,1,1,211,Hibernating
6017,636,2,149.47,3,1,2,312,Regular
6019,103,1,35.73,4,1,1,411,New Customers
6020,343,1,195.58,4,1,3,413,New Customers
6022,584,3,300.96000000000004,3,2,4,324,Regular
6023,1,3,308.7,5,2,4,524,Potential Loyalists
6024,1,1,244.21,5,1,3,513,New Customers
6026,237,1,29.37,4,1,1,411,New Customers
6027,716,1,22.49,2,1,1,211,Hibernating
6029,1,2,207.26,5,1,3,513,New Customers
6030,869,1,138.99,2,1,2,212,Hibernating
6032,387,3,269.43,3,2,3,323,Regular
6033,1,1,45.86,5,1,1,511,New Customers
6034,132,3,422.32,4,2,4,424,Potential Loyalists
6035,448,2,102.45,3,1,2,312,Regular
6036,444,2,116.21000000000001,3,1,2,312,Regular
6037,25,3,490.2,5,2,4,524,Potential Loyalists
6039,460,1,21.28,3,1,1,311,Regular
6040,394,1,59.41,3,1,1,311,Regular
6041,1,1,136.68,5,1,2,512,New Customers
6042,778,2,175.14999999999998,2,1,3,213,Hibernating
6043,802,1,111.44,2,1,2,212,Hibernating
6044,1,5,572.41,5,3,4,534,Loyal Customers
6045,484,3,482.98,3,2,4,324,Regular
6046,174,2,106.88,4,1,2,412,New Customers
6047,1,1,196.55,5,1,3,513,New Customers
6048,1,4,333.8,5,3,4,534,Loyal Customers
6049,722,1,16.94,2,1,1,211,Hibernating
6050,1,2,363.31,5,1,4,514,New Customers
6051,457,3,197.51999999999998,3,2,3,323,Regular
6052,1,1,62.06,5,1,1,511,New Customers
6054,598,1,118.58,3,1,2,312,Regular
6055,346,3,314.01,4,2,4,424,Potential Loyalists
6056,644,2,397.47999999999996,3,1,4,314,Regular
6057,463,1,29.89,3,1,1,311,Regular
6060,642,1,175.09,3,1,3,313,Regular
6061,841,1,230.1,2,1,3,213,Hibernating
6062,639,3,380.58,3,2,4,324,Regular
6064,456,2,96.38999999999999,3,1,2,312,Regular
6067,856,1,135.65,2,1,2,212,Hibernating
6068,292,1,21.69,4,1,1,411,New Customers
6069,783,3,508.27,2,2,4,224,Can't Lose Them
6071,803,2,189.63,2,1,3,213,Hibernating
6073,1,1,108.68,5,1,2,512,New Customers
6077,340,1,113.63,4,1,2,412,New Customers
6079,397,1,313.46,3,1,4,314,Regular
6081,619,2,176.74,3,1,3,313,Regular
6082,1,2,72.71,5,1,1,511,New Customers
6083,70,2,116.99,4,1,2,412,New Customers
6084,832,1,181.79,2,1,3,213,Hibernating
6088,800,2,231.35,2,1,3,213,Hibernating
6089,352,1,110.67,4,1,2,412,New Customers
6090,1,1,104.93,5,1,2,512,New Customers
6091,324,2,128.09,4,1,2,412,New Customers
6093,1,4,181.67000000000002,5,3,3,533,Loyal Customers
6095,821,1,242.46,2,1,3,213,Hibernating
6096,19,3,402.27,5,2,4,524,Potential Loyalists
6097,546,1,29.74,3,1,1,311,Regular
6098,1,2,105.60000000000001,5,1,2,512,New Customers
6100,807,1,72.06,2,1,1,211,Hibernating
6101,1,1,116.03,5,1,2,512,New Customers
6102,752,1,66.14,2,1,1,211,Hibernating
6103,636,1,267.04,3,1,3,313,Regular
6104,288,2,95.78,4,1,2,412,New Customers
6105,596,2,246.23,3,1,3,313,Regular
6106,514,2,328.91999999999996,3,1,4,314,Regular
6107,502,2,178.45,3,1,3,313,Regular
6108,533,1,37.54,3,1,1,311,Regular
6109,451,2,220.51,3,1,3,313,Regular
6110,105,3,170.21,4,2,3,423,Potential Loyalists
6112,809,1,43.19,2,1,1,211,Hibernating
6113,872,1,91.25,2,1,2,212,Hibernating
6114,1,2,47.53,5,1,1,511,New Customers
6115,579,2,299.31,3,1,4,314,Regular
6116,145,1,85.18,4,1,2,412,New Customers
6120,182,1,130.19,4,1,2,412,New Customers
6121,400,1,51.92,3,1,1,311,Regular
6123,30,2,84.05,5,1,2,512,New Customers
6124,694,2,117.08000000000001,2,1,2,212,Hibernating
6125,499,2,235.14,3,1,3,313,Regular
6126,535,1,129.36,3,1,2,312,Regular
6128,1,2,391.01,5,1,4,514,New Customers
6129,808,2,94.99000000000001,2,1,2,212,Hibernating
6131,534,1,89.36,3,1,2,312,Regular
6132,571,1,126.45,3,1,2,312,Regular
6134,142,4,311.01,4,3,4,434,Loyal Customers
6135,1,2,139.9,5,1,2,512,New Customers
6137,723,2,231.99,2,1,3,213,Hibernating
6141,246,2,101.36000000000001,4,1,2,412,New Customers
6142,325,3,230.45999999999998,4,2,3,423,Potential Loyalists
6146,538,2,81.39,3,1,1,311,Regular
6147,17,2,161.04,5,1,3,513,New Customers
6148,567,1,46.45,3,1,1,311,Regular
6149,1,1,134.76,5,1,2,512,New Customers
6150,213,1,126.66,4,1,2,412,New Customers
6151,1,4,344.79,5,3,4,534,Loyal Customers
6152,298,2,124.75,4,1,2,412,New Customers
6154,799,1,126.6,2,1,2,212,Hibernating
6155,528,1,191.19,3,1,3,313,Regular
6156,486,3,208.44,3,2,3,323,Regular
6158,112,1,67.0,4,1,1,411,New Customers
6159,1,2,193.87,5,1,3,513,New Customers
6160,824,1,256.49,2,1,3,213,Hibernating
6161,803,1,139.02,2,1,2,212,Hibernating
6163,1,3,133.55,5,2,2,522,Potential Loyalists
6164,767,1,30.08,2,1,1,211,Hibernating
6167,1,1,196.71,5,1,3,513,New Customers
6168,605,1,156.64,3,1,2,312,Regular
6169,376,1,154.32,4,1,2,412,New Customers
6170,1,3,308.3,5,2,4,524,Potential Loyalists
6172,830,2,110.65,2,1,2,212,Hibernating
6174,360,3,395.09000000000003,4,2,4,424,Potential Loyalists
6175,515,4,316.6,3,3,4,334,Loyal Customers
6177,800,1,62.06,2,1,1,211,Hibernating
6179,264,4,425.0,4,3,4,434,Loyal Customers
6180,558,1,70.81,3,1,1,311,Regular
6183,806,2,205.27,2,1,3,213,Hibernating
6184,432,2,271.66,3,1,3,313,Regular
6185,153,1,27.37,4,1,1,411,New Customers
6186,194,1,162.08,4,1,3,413,New Customers
6188,643,2,318.6,3,1,4,314,Regular
6189,80,3,602.06,4,2,4,424,Potential Loyalists
6190,810,1,42.05,2,1,1,211,Hibernating
6191,713,2,381.28999999999996,2,1,4,214,Can't Lose Them
6192,1,1,74.41,5,1,1,511,New Customers
6193,695,2,315.52,2,1,4,214,Can't Lose Them
6194,63,3,185.15,5,2,3,523,Potential Loyalists
6195,1,3,448.91,5,2,4,524,Potential Loyalists
6196,661,2,148.57999999999998,2,1,2,212,Hibernating
6197,1,1,229.21,5,1,3,513,New Customers
6199,1,2,159.64,5,1,3,513,New Customers
